gender,height_cm,weight_kg,body_fat_pct,chest_cm,waist_cm,shoulders_cm,arms_cm,forearms_cm,neck_cm,thighs_cm,calves_cm,hips_cm,ratio_shoulder_to_waist,ratio_chest_to_waist,ratio_hip_to_waist,ratio_thigh_to_waist,ratio_calf_to_thigh,ratio_arm_to_neck,ratio_forearm_to_arm,target_focus
female,165.6,60.1,28.4,94.0,93.2,112.1,22.3,22.1,32.3,59.5,26.775000000000002,95.7,1.2028,1.0086,1.0268,0.6384,0.45,0.6904,0.991,arms
male,173.8,74.1,16.1,90.5,92.8,121.8,28.2,28.1,33.3,66.1,42.5,95.6,1.3125,0.9752,1.0302,0.7123,0.643,0.8468,0.9965,chest
male,173.4,75.6,17.4,111.0,92.6,125.8,34.7,24.5,35.7,58.4,31.2,98.1,1.3585,1.1987,1.0594,0.6307,0.5342,0.972,0.7061,shoulders
male,181.8,89.1,6.8,110.7,69.9,116.8,36.5,29.1,34.2,51.4,37.1,99.6,1.671,1.5837,1.4249,0.7353,0.7218,1.0673,0.7973,legs
female,167.4,48.3,29.7,83.8,74.6,103.4,32.1,23.6,31.5,58.2,42.5,105.9,1.3861,1.1233,1.4196,0.7802,0.7302,1.019,0.7352,chest
male,172.2,73.4,22.1,92.9,84.0,129.5,34.6,24.8,44.5,68.6,38.0,104.9,1.5417,1.106,1.2488,0.8167,0.5539,0.7775,0.7168,arms
male,183.1,76.1,9.9,120.7,71.3,120.4,35.1,29.5,37.7,57.5,36.6,99.4,1.6886,1.6928,1.3941,0.8065,0.6365,0.931,0.8405,arms
female,164.6,50.5,38.1,93.7,75.7,99.6,24.5,25.1,32.6,59.7,26.865000000000002,112.4,1.3157,1.2378,1.4848,0.7886,0.45,0.7515,1.0245,calves
female,164.5,70.1,30.4,80.6,87.4,107.4,25.5,20.3,35.5,57.3,36.7,100.2,1.2288,0.9222,1.1465,0.6556,0.6405,0.7183,0.7961,chest
female,168.1,62.8,25.9,106.6,81.0,110.5,37.5,24.0,33.3,51.9,33.4,83.6,1.3642,1.316,1.0321,0.6407,0.6435,1.1261,0.64,forearms
male,169.1,94.6,17.7,101.0,83.6,129.1,38.8,27.9,35.3,63.5,32.1,85.1,1.5443,1.2081,1.0179,0.7596,0.5055,1.0992,0.7191,glutes
male,186.5,76.3,20.4,96.7,90.5,126.8,32.9,24.9,33.6,63.6,31.5,98.6,1.4011,1.0685,1.0895,0.7028,0.4953,0.9792,0.7568,chest
male,174.5,79.7,24.0,93.5,75.8,116.1,39.1,32.8,37.7,53.7,40.3,84.3,1.5317,1.2335,1.1121,0.7084,0.7505,1.0371,0.8389,chest
female,164.7,79.2,34.4,83.4,75.3,100.0,27.0,24.5,32.2,57.2,38.4,112.1,1.328,1.1076,1.4887,0.7596,0.6713,0.8385,0.9074,chest
female,165.7,52.8,35.5,93.5,75.1,104.6,29.3,24.9,35.2,65.7,29.565,114.0,1.3928,1.245,1.518,0.8748,0.45,0.8324,0.8498,calves
male,177.6,58.7,18.5,112.5,77.0,118.7,34.7,30.8,36.8,52.8,38.3,90.8,1.5416,1.461,1.1792,0.6857,0.7254,0.9429,0.8876,legs
male,190.9,95.0,29.3,107.0,90.1,121.0,33.3,29.5,36.3,51.6,34.7,105.0,1.343,1.1876,1.1654,0.5727,0.6725,0.9174,0.8859,legs
female,157.7,71.5,23.5,93.4,81.9,107.2,25.8,26.2,34.9,56.2,34.9,103.0,1.3089,1.1404,1.2576,0.6862,0.621,0.7393,1.0155,arms
female,155.2,73.3,30.1,73.9,78.1,116.3,24.375,22.8,32.5,66.0,38.9,93.0,1.4891,0.9462,1.1908,0.8451,0.5894,0.75,0.9354,chest
male,194.1,73.3,17.9,104.1,78.5,132.1,32.1,23.8,36.4,61.9,32.8,98.1,1.6828,1.3261,1.2497,0.7885,0.5299,0.8819,0.7414,arms
female,157.7,58.8,28.1,94.9,69.7,105.1,27.0,24.8,34.3,53.8,36.7,96.7,1.5079,1.3615,1.3874,0.7719,0.6822,0.7872,0.9185,arms
male,181.3,115.2,16.0,98.9,78.2,109.7,32.2,30.0,40.2,59.8,26.91,92.5,1.4028,1.2647,1.1829,0.7647,0.45,0.801,0.9317,calves
female,161.7,50.8,34.1,102.9,58.5,106.0,29.0,23.5,31.5,62.1,36.4,108.3,1.812,1.759,1.8513,1.0615,0.5862,0.9206,0.8103,arms
male,168.3,88.1,12.2,108.4,64.9,114.3,31.5,27.0,38.8,60.4,38.6,101.3,1.7612,1.6703,1.5609,0.9307,0.6391,0.8119,0.8571,arms
female,177.7,80.3,24.1,89.0,71.3,106.5,24.6,21.0,27.6,53.6,38.7,98.8,1.4937,1.2482,1.3857,0.7518,0.722,0.8913,0.8537,arms
female,166.7,54.0,26.2,96.2,76.5,110.8,32.4,24.7,31.2,53.9,41.8,102.5,1.4484,1.2575,1.3399,0.7046,0.7755,1.0385,0.7623,shoulders
female,159.8,64.0,30.3,90.1,69.8,102.0,32.2,24.7,34.3,58.6,30.9,102.2,1.4613,1.2908,1.4642,0.8395,0.5273,0.9388,0.7671,calves
male,176.2,95.7,21.3,106.6,84.5,125.1,28.1,28.1,40.1,59.8,40.4,94.9,1.4805,1.2615,1.1231,0.7077,0.6756,0.7007,1.0,arms
female,155.2,62.0,29.1,95.3,62.8,112.2,24.6,22.7,31.6,58.5,26.325,105.4,1.7866,1.5175,1.6783,0.9315,0.45,0.7785,0.9228,calves
female,167.4,58.7,28.8,103.6,79.3,110.6,24.224999999999998,24.0,32.3,51.9,34.9,100.9,1.3947,1.3064,1.2724,0.6545,0.6724,0.75,0.9907,arms
male,179.3,79.6,22.2,101.8,87.4,125.8,36.2,28.0,31.7,61.1,32.4,95.4,1.4394,1.1648,1.0915,0.6991,0.5303,1.142,0.7735,chest
male,187.3,107.8,12.5,89.5,86.9,119.9,29.2,28.0,39.8,50.6,32.0,91.5,1.3797,1.0299,1.0529,0.5823,0.6324,0.7337,0.9589,arms
female,169.2,61.4,26.3,105.7,66.3,99.4,30.4,25.5,34.0,66.9,36.1,84.2,1.4992,1.5943,1.27,1.009,0.5396,0.8941,0.8388,arms
female,161.6,80.2,31.8,78.9,84.8,110.6,26.9,22.8,36.5,44.2,36.6,108.7,1.3042,0.9304,1.2818,0.5212,0.8281,0.737,0.8476,chest
male,182.5,83.4,13.3,93.5,90.4,112.9,27.9,28.4,36.5,50.8,36.3,101.4,1.2489,1.0343,1.1217,0.5619,0.7146,0.7644,1.0179,chest
female,158.6,70.3,32.2,105.5,85.5,97.0,31.0,23.6,30.1,57.7,25.965000000000003,109.6,1.1345,1.2339,1.2819,0.6749,0.45,1.0299,0.7613,shoulders
male,178.1,88.9,7.6,86.4,85.4,119.3,26.6,29.2,41.3,56.7,36.2,100.0,1.397,1.0117,1.171,0.6639,0.6384,0.6441,1.0977,arms
female,155.0,55.0,23.6,84.0,85.7,108.4,24.1,22.5,35.8,52.1,38.0,111.1,1.2649,0.9802,1.2964,0.6079,0.7294,0.6732,0.9336,arms
male,179.3,99.5,14.9,119.9,86.2,127.2,32.6,29.5,39.6,52.4,32.2,94.6,1.4756,1.391,1.0974,0.6079,0.6145,0.8232,0.9049,legs
female,154.0,61.0,33.9,81.4,84.0,96.1,24.8,22.6,37.7,52.2,28.9,88.8,1.144,0.969,1.0571,0.6214,0.5536,0.6578,0.9113,arms
male,168.5,98.6,18.4,99.7,86.7,111.6,31.5,24.4,42.0,51.8,37.8,88.8,1.2872,1.1499,1.0242,0.5975,0.7297,0.75,0.7746,arms
male,175.4,123.7,17.9,93.4,80.0,106.0,33.3,33.6,39.0,63.4,32.4,94.6,1.325,1.1675,1.1825,0.7925,0.511,0.8538,1.009,shoulders
male,172.9,87.6,21.7,104.3,82.6,126.7,33.0,27.0,42.3,51.4,23.13,89.9,1.5339,1.2627,1.0884,0.6223,0.45,0.7801,0.8182,calves
male,187.0,72.8,28.9,100.2,83.0,111.2,41.8,27.5,34.0,72.7,37.6,101.6,1.3398,1.2072,1.2241,0.8759,0.5172,1.2294,0.6579,forearms
male,182.3,95.6,18.3,105.9,83.7,117.8,34.5,26.8,39.5,61.0,39.3,100.5,1.4074,1.2652,1.2007,0.7288,0.6443,0.8734,0.7768,shoulders
female,171.3,62.7,28.7,99.9,66.4,118.1,25.3,25.3,33.0,55.7,30.4,107.3,1.7786,1.5045,1.616,0.8389,0.5458,0.7667,1.0,arms
female,156.3,77.8,36.7,85.3,82.0,109.6,27.7,26.3,32.6,59.1,30.6,90.3,1.3366,1.0402,1.1012,0.7207,0.5178,0.8497,0.9495,chest
male,181.9,80.0,29.4,115.2,88.0,106.4,33.6,25.5,38.3,52.4,31.2,80.2,1.2091,1.3091,0.9114,0.5955,0.5954,0.8773,0.7589,glutes
male,161.9,77.5,22.2,94.2,74.2,117.5,30.7,28.6,34.9,57.4,34.6,95.9,1.5836,1.2695,1.2925,0.7736,0.6028,0.8797,0.9316,arms
male,179.4,89.1,14.3,101.8,81.5,118.2,36.6,26.5,36.8,55.1,24.795,97.2,1.4503,1.2491,1.1926,0.6761,0.45,0.9946,0.724,calves
male,188.5,119.5,14.6,102.4,93.3,115.9,30.0,33.2,40.1,59.9,41.8,101.4,1.2422,1.0975,1.0868,0.642,0.6978,0.7481,1.1067,arms
female,159.1,59.6,33.2,94.8,72.5,116.4,25.200000000000003,25.5,33.6,67.6,37.6,100.4,1.6055,1.3076,1.3848,0.9324,0.5562,0.75,1.0119,arms
female,164.9,57.0,17.8,92.2,69.7,100.2,27.7,23.1,33.0,66.4,37.3,116.9,1.4376,1.3228,1.6772,0.9527,0.5617,0.8394,0.8339,arms
male,183.5,76.6,14.6,117.2,77.1,100.1,31.2,22.0,35.1,52.8,36.1,81.7,1.2983,1.5201,1.0597,0.6848,0.6837,0.8889,0.7051,shoulders
female,153.7,63.6,24.1,95.8,76.8,112.3,26.7,21.8,34.0,62.2,37.9,102.6,1.4622,1.2474,1.3359,0.8099,0.6093,0.7853,0.8165,arms
female,164.8,69.5,38.2,88.3,71.1,100.9,29.4,17.7,32.7,61.3,33.2,101.5,1.4191,1.2419,1.4276,0.8622,0.5416,0.8991,0.602,forearms
male,180.3,50.7,9.5,98.0,76.8,118.8,32.8,31.5,34.7,56.8,25.56,98.4,1.5469,1.276,1.2813,0.7396,0.45,0.9452,0.9604,calves
male,161.1,83.2,17.1,106.9,90.5,119.9,35.3,32.1,41.5,59.7,44.6,91.6,1.3249,1.1812,1.0122,0.6597,0.7471,0.8506,0.9093,glutes
male,177.9,76.8,5.0,94.8,87.1,117.5,30.9,28.1,38.4,62.3,33.4,102.1,1.349,1.0884,1.1722,0.7153,0.5361,0.8047,0.9094,chest
male,174.5,105.8,11.9,94.7,72.7,111.4,34.6,30.1,37.9,56.1,31.0,90.9,1.5323,1.3026,1.2503,0.7717,0.5526,0.9129,0.8699,arms
male,183.2,93.3,17.8,103.5,91.9,118.8,39.6,24.9,37.0,55.2,38.6,86.0,1.2927,1.1262,0.9358,0.6007,0.6993,1.0703,0.6288,glutes
female,168.4,84.3,25.8,86.1,79.3,111.2,25.5,18.0,28.4,57.6,40.4,89.6,1.4023,1.0858,1.1299,0.7264,0.7014,0.8979,0.7059,chest
male,175.6,108.9,31.6,103.4,92.1,125.0,26.174999999999997,30.1,34.9,57.0,40.6,96.6,1.3572,1.1227,1.0489,0.6189,0.7123,0.75,1.15,arms
male,187.1,57.4,5.0,109.3,94.8,120.1,35.6,30.7,40.6,56.2,25.290000000000003,93.6,1.2669,1.153,0.9873,0.5928,0.45,0.8768,0.8624,calves
male,179.4,70.0,13.5,117.9,76.0,121.0,36.3,27.8,40.0,60.0,32.5,99.8,1.5921,1.5513,1.3132,0.7895,0.5417,0.9075,0.7658,calves
female,175.4,69.7,21.8,92.4,66.6,105.8,27.2,20.9,30.9,70.6,35.3,96.5,1.5886,1.3874,1.4489,1.0601,0.5,0.8803,0.7684,calves
male,181.3,73.1,11.4,99.7,83.6,114.7,30.4,26.8,36.6,54.3,37.1,111.6,1.372,1.1926,1.3349,0.6495,0.6832,0.8306,0.8816,arms
male,191.6,74.1,28.0,101.8,92.9,121.7,32.6,30.2,39.5,47.4,35.5,102.1,1.31,1.0958,1.099,0.5102,0.7489,0.8253,0.9264,legs
female,167.8,56.7,27.5,89.3,72.4,99.2,31.2,23.9,33.6,68.3,36.7,109.6,1.3702,1.2334,1.5138,0.9434,0.5373,0.9286,0.766,shoulders
female,162.9,53.3,27.4,71.4,76.2,106.2,27.2,22.8,29.9,64.3,33.8,92.2,1.3937,0.937,1.21,0.8438,0.5257,0.9097,0.8382,chest
male,178.8,77.0,15.2,100.0,96.1,121.8,33.9,30.6,38.1,60.4,27.18,100.1,1.2674,1.0406,1.0416,0.6285,0.45,0.8898,0.9027,chest
male,170.0,94.7,27.0,91.3,85.6,114.4,37.5,28.7,48.0,56.2,42.1,107.4,1.3364,1.0666,1.2547,0.6565,0.7491,0.7812,0.7653,chest
male,178.3,83.3,18.1,109.1,76.1,116.7,32.9,22.8,40.6,64.4,33.5,103.2,1.5335,1.4336,1.3561,0.8463,0.5202,0.8103,0.693,arms
male,178.2,80.2,18.5,100.7,83.3,114.9,27.224999999999998,32.1,36.3,71.5,33.5,97.7,1.3794,1.2089,1.1729,0.8583,0.4685,0.75,1.1791,arms
male,176.0,101.4,21.3,98.4,96.3,109.9,31.7,29.7,40.4,59.9,35.5,94.2,1.1412,1.0218,0.9782,0.622,0.5927,0.7847,0.9369,shoulders
female,166.4,55.4,20.4,100.6,68.2,105.9,32.7,24.4,31.1,49.9,41.5,91.7,1.5528,1.4751,1.3446,0.7317,0.8317,1.0514,0.7462,forearms
male,180.6,78.9,21.4,88.3,82.1,123.4,36.7,26.3,34.9,59.3,30.8,105.0,1.503,1.0755,1.2789,0.7223,0.5194,1.0516,0.7166,chest
male,173.1,67.2,14.2,87.5,88.5,111.6,35.6,29.6,40.9,59.5,26.775000000000002,105.7,1.261,0.9887,1.1944,0.6723,0.45,0.8704,0.8315,chest
male,180.2,74.2,12.1,110.3,89.5,123.5,31.6,32.9,37.3,53.2,33.7,107.0,1.3799,1.2324,1.1955,0.5944,0.6335,0.8472,1.0411,legs
male,172.7,122.6,23.6,94.1,74.3,104.6,34.4,30.2,42.6,46.6,30.7,95.2,1.4078,1.2665,1.2813,0.6272,0.6588,0.8075,0.8779,arms
female,170.3,69.1,18.7,75.2,74.3,103.3,27.1,22.0,31.1,50.1,39.9,92.9,1.3903,1.0121,1.2503,0.6743,0.7964,0.8714,0.8118,chest
male,177.7,91.9,12.9,107.8,78.8,116.7,40.6,25.1,40.2,64.0,37.2,95.2,1.481,1.368,1.2081,0.8122,0.5813,1.01,0.6182,forearms
male,177.9,84.9,16.0,101.2,92.7,115.8,25.6,29.5,34.8,62.5,36.0,102.6,1.2492,1.0917,1.1068,0.6742,0.576,0.7356,1.1523,arms
female,161.8,61.3,17.1,97.8,61.0,111.7,29.5,22.5,33.9,57.9,33.6,102.4,1.8311,1.6033,1.6787,0.9492,0.5803,0.8702,0.7627,arms
female,159.3,68.8,10.2,76.5,78.5,101.1,25.0,22.9,32.0,50.1,22.545,84.3,1.2879,0.9745,1.0739,0.6382,0.45,0.7812,0.916,chest
male,175.0,95.6,15.4,102.8,82.9,118.4,34.4,26.7,34.3,62.6,42.4,107.6,1.4282,1.24,1.2979,0.7551,0.6773,1.0029,0.7762,shoulders
female,160.6,58.9,24.9,89.6,66.0,93.6,28.2,14.2,32.7,50.3,37.7,108.4,1.4182,1.3576,1.6424,0.7621,0.7495,0.8624,0.5035,forearms
male,175.6,66.1,13.1,102.3,69.2,129.1,32.7,29.5,32.7,52.4,28.4,103.1,1.8656,1.4783,1.4899,0.7572,0.542,1.0,0.9021,calves
female,168.4,65.7,28.8,87.6,72.4,103.4,29.4,24.1,40.0,66.1,28.8,98.9,1.4282,1.2099,1.366,0.913,0.4357,0.735,0.8197,calves
female,172.7,61.5,28.8,73.6,61.9,118.6,28.2,20.5,33.6,49.7,34.0,88.4,1.916,1.189,1.4281,0.8029,0.6841,0.8393,0.727,arms
male,175.1,97.7,20.8,105.1,83.8,124.6,30.5,25.8,39.2,56.3,35.9,94.9,1.4869,1.2542,1.1325,0.6718,0.6377,0.7781,0.8459,arms
female,172.8,58.1,15.4,85.0,66.8,109.8,31.2,20.4,31.1,47.1,21.195,99.6,1.6437,1.2725,1.491,0.7051,0.45,1.0032,0.6538,calves
male,181.5,90.5,8.7,95.0,92.5,113.7,27.5,30.4,36.3,64.4,35.9,94.1,1.2292,1.027,1.0173,0.6962,0.5575,0.7576,1.1055,chest
male,168.9,102.1,14.2,101.3,85.5,114.6,31.0,26.9,35.0,69.8,34.1,104.1,1.3404,1.1848,1.2175,0.8164,0.4885,0.8857,0.8677,calves
male,180.5,80.1,19.2,104.6,84.9,105.5,26.7,32.5,30.1,59.2,35.1,97.1,1.2426,1.232,1.1437,0.6973,0.5929,0.887,1.2172,shoulders
male,180.5,84.9,34.6,101.0,96.1,106.0,29.099999999999998,28.7,38.8,59.7,42.8,97.8,1.103,1.051,1.0177,0.6212,0.7169,0.75,0.9863,shoulders
female,161.3,74.0,28.7,79.3,78.1,96.4,29.5,21.0,32.3,52.7,40.3,103.2,1.2343,1.0154,1.3214,0.6748,0.7647,0.9133,0.7119,chest
female,182.4,65.5,35.0,85.1,84.0,98.3,27.9,24.3,34.7,48.4,32.0,104.9,1.1702,1.0131,1.2488,0.5762,0.6612,0.804,0.871,shoulders
male,168.2,81.0,17.3,101.4,88.8,121.7,30.9,26.8,40.8,54.7,24.615000000000002,85.5,1.3705,1.1419,0.9628,0.616,0.45,0.7574,0.8673,calves
male,180.4,54.3,11.6,88.6,91.1,102.7,33.7,30.2,38.6,55.4,37.4,103.3,1.1273,0.9726,1.1339,0.6081,0.6751,0.8731,0.8961,chest
female,151.6,77.6,28.4,89.8,58.2,101.9,24.9,20.0,32.7,52.8,33.4,105.9,1.7509,1.543,1.8196,0.9072,0.6326,0.7615,0.8032,arms
female,162.0,58.2,23.3,88.3,78.7,96.7,33.1,24.5,26.2,56.5,38.6,103.1,1.2287,1.122,1.31,0.7179,0.6832,1.2634,0.7402,shoulders
female,164.6,67.0,30.6,80.1,69.2,115.5,28.1,26.8,40.5,53.0,30.8,97.9,1.6691,1.1575,1.4147,0.7659,0.5811,0.6938,0.9537,arms
female,172.4,90.0,25.8,93.4,68.3,86.5,27.9,20.1,34.6,44.7,32.4,102.1,1.2665,1.3675,1.4949,0.6545,0.7248,0.8064,0.7204,shoulders
male,177.7,108.1,27.4,94.5,98.5,132.1,33.5,28.1,37.8,54.1,33.8,105.2,1.3411,0.9594,1.068,0.5492,0.6248,0.8862,0.8388,chest
female,161.7,54.8,21.5,88.9,81.3,98.0,31.2,23.5,33.4,62.2,27.990000000000002,88.8,1.2054,1.0935,1.0923,0.7651,0.45,0.9341,0.7532,shoulders
male,176.4,87.0,26.2,100.5,99.3,112.3,26.625,27.1,35.5,65.0,24.9,92.5,1.1309,1.0121,0.9315,0.6546,0.3831,0.75,1.0178,calves
female,163.1,76.8,39.2,90.6,83.4,120.9,29.4,22.9,35.3,63.1,34.9,96.1,1.4496,1.0863,1.1523,0.7566,0.5531,0.8329,0.7789,chest
female,163.4,78.1,27.6,102.8,67.2,98.0,31.0,20.2,33.3,65.3,28.8,103.2,1.4583,1.5298,1.5357,0.9717,0.441,0.9309,0.6516,calves
female,164.8,54.8,24.4,84.1,74.6,102.1,26.2,24.2,36.9,58.0,39.7,112.6,1.3686,1.1273,1.5094,0.7775,0.6845,0.71,0.9237,arms
male,179.9,76.1,9.1,102.8,74.5,121.9,27.8,28.5,33.3,62.0,34.4,92.6,1.6362,1.3799,1.243,0.8322,0.5548,0.8348,1.0252,arms
male,175.7,83.6,16.8,104.1,93.4,124.7,32.1,31.6,35.3,53.5,35.5,103.3,1.3351,1.1146,1.106,0.5728,0.6636,0.9093,0.9844,legs
female,170.3,64.4,23.4,97.7,67.6,120.0,27.4,23.4,36.9,57.1,25.695,84.4,1.7751,1.4453,1.2485,0.8447,0.45,0.7425,0.854,arms
male,180.8,97.1,22.6,105.4,93.5,121.8,25.4,32.3,35.5,59.9,36.7,96.3,1.3027,1.1273,1.0299,0.6406,0.6127,0.7155,1.2717,arms
female,153.4,54.0,31.0,79.9,67.0,106.9,24.4,21.6,33.2,57.7,31.3,101.1,1.5955,1.1925,1.509,0.8612,0.5425,0.7349,0.8852,arms
female,157.4,67.4,21.7,90.9,79.8,102.8,31.2,25.0,35.3,58.4,38.9,103.1,1.2882,1.1391,1.292,0.7318,0.6661,0.8839,0.8013,shoulders
male,172.5,79.0,17.5,102.9,76.7,134.1,33.6,28.0,36.0,52.0,35.5,96.2,1.7484,1.3416,1.2542,0.678,0.6827,0.9333,0.8333,legs
male,189.6,80.2,17.5,106.5,82.5,122.3,28.799999999999997,24.2,38.4,56.6,32.8,96.9,1.4824,1.2909,1.1745,0.6861,0.5795,0.75,0.8403,arms
female,160.7,59.3,27.3,82.9,69.2,107.7,27.9,21.8,30.7,49.9,34.5,116.2,1.5564,1.198,1.6792,0.7211,0.6914,0.9088,0.7814,chest
female,157.0,72.8,21.4,90.0,69.3,118.2,24.0,23.8,31.3,60.4,27.18,110.0,1.7056,1.2987,1.5873,0.8716,0.45,0.7668,0.9917,calves
male,173.1,122.8,21.3,95.6,85.8,123.0,36.4,29.5,40.9,63.2,32.6,110.8,1.4336,1.1142,1.2914,0.7366,0.5158,0.89,0.8104,chest
male,183.6,82.5,18.3,97.4,82.3,100.5,40.1,31.5,33.0,63.3,36.0,94.6,1.2211,1.1835,1.1495,0.7691,0.5687,1.2152,0.7855,shoulders
female,154.5,64.9,26.5,90.6,63.1,107.1,31.7,24.0,32.4,72.1,31.8,106.2,1.6973,1.4358,1.683,1.1426,0.4411,0.9784,0.7571,calves
female,177.1,69.3,29.6,93.5,65.5,97.9,27.0,25.4,33.6,54.8,39.8,84.1,1.4947,1.4275,1.284,0.8366,0.7263,0.8036,0.9407,arms
female,150.0,78.3,25.4,96.8,73.1,111.2,27.6,24.0,33.7,58.0,40.9,87.0,1.5212,1.3242,1.1902,0.7934,0.7052,0.819,0.8696,arms
female,166.2,65.5,23.6,86.3,86.2,103.5,36.5,24.3,32.3,59.3,35.4,110.7,1.2007,1.0012,1.2842,0.6879,0.597,1.13,0.6658,chest
female,154.2,69.0,31.0,92.0,79.4,107.7,22.8,23.7,36.3,57.0,25.650000000000002,97.3,1.3564,1.1587,1.2254,0.7179,0.45,0.6281,1.0395,arms
female,175.8,43.5,28.2,83.5,78.1,108.1,27.2,24.6,35.8,55.0,30.3,111.4,1.3841,1.0691,1.4264,0.7042,0.5509,0.7598,0.9044,arms
female,168.4,57.4,31.9,104.3,73.0,104.7,22.725,21.2,30.3,56.8,33.8,103.0,1.4342,1.4288,1.411,0.7781,0.5951,0.75,0.9329,arms
male,176.8,68.7,19.1,86.9,85.4,115.8,34.7,23.0,40.0,56.2,36.9,82.9,1.356,1.0176,0.9707,0.6581,0.6566,0.8675,0.6628,chest
female,162.7,80.1,29.2,90.9,66.6,96.3,29.0,24.8,33.5,66.3,32.6,101.4,1.4459,1.3649,1.5225,0.9955,0.4917,0.8657,0.8552,calves
female,166.3,81.2,19.8,95.9,85.5,99.2,29.6,26.9,33.6,60.7,28.8,104.8,1.1602,1.1216,1.2257,0.7099,0.4745,0.881,0.9088,shoulders
female,157.0,54.4,29.6,87.9,82.9,106.2,28.2,22.6,33.7,60.8,36.9,96.6,1.2811,1.0603,1.1653,0.7334,0.6069,0.8368,0.8014,chest
female,168.9,69.2,26.6,93.5,59.3,105.7,33.7,23.5,33.2,52.4,23.58,98.4,1.7825,1.5767,1.6594,0.8836,0.45,1.0151,0.6973,calves
female,159.8,60.0,22.4,102.8,72.5,100.2,20.7,20.7,34.3,59.1,32.7,95.2,1.3821,1.4179,1.3131,0.8152,0.5533,0.6035,1.0,arms
female,181.2,77.6,35.4,102.4,91.7,101.9,24.9,27.6,30.6,49.8,31.5,98.9,1.1112,1.1167,1.0785,0.5431,0.6325,0.8137,1.1084,shoulders
male,168.0,73.3,10.8,108.5,84.1,122.6,35.9,27.4,41.0,60.7,34.7,84.2,1.4578,1.2901,1.0012,0.7218,0.5717,0.8756,0.7632,glutes
male,169.2,87.3,18.5,89.1,86.3,119.5,34.8,28.4,36.0,61.5,33.2,88.5,1.3847,1.0324,1.0255,0.7126,0.5398,0.9667,0.8161,chest
male,184.6,90.5,16.8,84.5,97.3,102.4,36.3,34.3,38.4,59.7,37.5,97.4,1.0524,0.8684,1.001,0.6136,0.6281,0.9453,0.9449,chest
male,172.1,68.4,16.0,113.9,78.8,121.4,30.825000000000003,30.3,41.1,66.5,37.2,92.8,1.5406,1.4454,1.1777,0.8439,0.5594,0.75,0.983,arms
female,163.0,92.7,22.8,93.4,62.0,104.9,27.0,24.7,34.8,64.5,29.025000000000002,99.5,1.6919,1.5065,1.6048,1.0403,0.45,0.7759,0.9148,calves
male,172.2,86.2,18.9,102.1,79.2,129.5,28.1,26.2,34.8,56.7,41.0,94.0,1.6351,1.2891,1.1869,0.7159,0.7231,0.8075,0.9324,arms
male,182.6,77.3,20.3,102.0,73.8,114.3,35.4,31.8,41.8,70.6,37.9,93.1,1.5488,1.3821,1.2615,0.9566,0.5368,0.8469,0.8983,arms
male,177.2,76.3,20.3,103.4,73.4,126.7,26.7,27.3,41.4,61.6,34.6,109.8,1.7262,1.4087,1.4959,0.8392,0.5617,0.6449,1.0225,arms
male,164.0,88.3,7.3,93.3,89.6,114.3,36.3,24.5,40.6,47.9,41.3,92.7,1.2757,1.0413,1.0346,0.5346,0.8622,0.8941,0.6749,legs
female,160.0,86.2,20.3,77.4,74.3,112.6,30.8,25.9,35.0,51.1,37.7,100.7,1.5155,1.0417,1.3553,0.6878,0.7378,0.88,0.8409,chest
male,179.3,81.2,26.5,95.9,78.9,112.4,41.6,26.1,41.9,51.8,38.0,97.8,1.4246,1.2155,1.2395,0.6565,0.7336,0.9928,0.6274,forearms
female,171.5,65.9,22.8,101.4,68.9,88.1,21.5,19.0,34.5,69.3,31.185,93.7,1.2787,1.4717,1.3599,1.0058,0.45,0.6232,0.8837,arms
female,174.3,56.3,29.5,88.2,94.9,105.0,29.2,23.2,32.0,61.7,30.9,84.0,1.1064,0.9294,0.8851,0.6502,0.5008,0.9125,0.7945,chest
female,169.9,58.6,27.1,81.5,82.5,108.6,28.1,23.4,29.5,47.9,34.6,104.1,1.3164,0.9879,1.2618,0.5806,0.7223,0.9525,0.8327,chest
male,175.5,92.4,26.5,99.3,86.8,116.3,32.325,28.5,43.1,63.5,39.3,92.8,1.3399,1.144,1.0691,0.7316,0.6189,0.75,0.8817,arms
female,167.3,78.7,36.3,72.8,93.6,106.9,31.2,18.7,32.4,60.9,30.9,76.9,1.1421,0.7778,0.8216,0.6506,0.5074,0.963,0.5994,chest
male,177.7,102.2,17.0,99.3,90.3,126.3,31.2,30.8,36.4,58.1,38.7,101.9,1.3987,1.0997,1.1285,0.6434,0.6661,0.8571,0.9872,chest
female,158.5,44.4,24.9,96.8,77.6,105.7,28.0,23.8,30.5,60.7,38.0,97.2,1.3621,1.2474,1.2526,0.7822,0.626,0.918,0.85,shoulders
male,166.0,84.5,17.2,110.1,82.2,124.9,32.4,21.1,37.3,59.2,26.64,97.2,1.5195,1.3394,1.1825,0.7202,0.45,0.8686,0.6512,calves
female,163.1,52.6,14.0,89.3,68.0,111.6,20.4,23.7,38.3,54.9,35.0,103.4,1.6412,1.3132,1.5206,0.8074,0.6375,0.5326,1.1618,arms
female,162.5,53.9,29.9,76.6,80.7,101.3,28.0,21.7,36.6,57.5,33.9,97.2,1.2553,0.9492,1.2045,0.7125,0.5896,0.765,0.775,chest
